city,state_id,state_name,county_name,population
Delmont,PA,Pennsylvania,Westmoreland,6381
Laurel Mountain,PA,Pennsylvania,Westmoreland,6137
New Morgan,PA,Pennsylvania,Berks,2575
Monroeville,PA,Pennsylvania,Allegheny,3035
Plum,PA,Pennsylvania,Allegheny,6263
Metuchen,NJ,New Jersey,Middlesex,4920
Dunellen,NJ,New Jersey,Middlesex,4029
Helmetta,NJ,New Jersey,Middlesex,4564
Highland Park,NJ,New Jersey,Middlesex,5306
Jamesburg,NJ,New Jersey,Middlesex,738
Allenport,PA,Pennsylvania,Washington,1961
Beallsville,PA,Pennsylvania,Washington,1529
Bentleyville,PA,Pennsylvania,Washington,1602
Burgettstown,PA,Pennsylvania,Washington,4339
California,PA,Pennsylvania,Washington,1978
Canonsburg,PA,Pennsylvania,Washington,4627
Centerville,PA,Pennsylvania,Washington,2876
Charleroi,PA,Pennsylvania,Washington,3210
Claysville,PA,Pennsylvania,Washington,550
Coal Center,PA,Pennsylvania,Washington,1979
Cokeburg,PA,Pennsylvania,Washington,6389
Deemston,PA,Pennsylvania,Washington,2876
Donora,PA,Pennsylvania,Washington,5873
Dunlevy,PA,Pennsylvania,Washington,2422
East Washington,PA,Pennsylvania,Washington,1310
Elco,PA,Pennsylvania,Washington,4643
Ellsworth,PA,Pennsylvania,Washington,4104
Finleyville,PA,Pennsylvania,Washington,249
Green Hills,PA,Pennsylvania,Washington,3485
Houston,PA,Pennsylvania,Washington,406
Long Branch,PA,Pennsylvania,Washington,755
Marianna,PA,Pennsylvania,Washington,3852
Midway,PA,Pennsylvania,Washington,1743
Monongahela,PA,Pennsylvania,Washington,607
New Eagle,PA,Pennsylvania,Washington,6725
North Charleroi,PA,Pennsylvania,Washington,1739
Roscoe,PA,Pennsylvania,Washington,2469
Speers,PA,Pennsylvania,Washington,5052
Stockdale,PA,Pennsylvania,Washington,5140
Twilight,PA,Pennsylvania,Washington,3125
Washington,PA,Pennsylvania,Washington,6646
West Brownsville,PA,Pennsylvania,Washington,1445
West Middletown,PA,Pennsylvania,Washington,1272
Little Silver,NJ,New Jersey,Monmouth,1403
Loch Arbour,NJ,New Jersey,Monmouth,5069
Long Branch,NJ,New Jersey,Monmouth,1450
Manasquan,NJ,New Jersey,Monmouth,4645
Matawan,NJ,New Jersey,Monmouth,659
Avon-by-the-Sea,NJ,New Jersey,Monmouth,52
Neptune City,NJ,New Jersey,Monmouth,6090
Deal,NJ,New Jersey,Monmouth,2721
Eatontown,NJ,New Jersey,Monmouth,6075
Englishtown,NJ,New Jersey,Monmouth,4827
Fair Haven,NJ,New Jersey,Monmouth,4906
Allenhurst,NJ,New Jersey,Monmouth,6354
Allentown,NJ,New Jersey,Monmouth,4552
Asbury Park,NJ,New Jersey,Monmouth,4266
Atlantic Highlands,NJ,New Jersey,Monmouth,2565
Farmingdale,NJ,New Jersey,Monmouth,6809
Freehold,NJ,New Jersey,Monmouth,1528
Highlands,NJ,New Jersey,Monmouth,6385
Interlaken,NJ,New Jersey,Monmouth,6100
Keansburg,NJ,New Jersey,Monmouth,524
Keyport,NJ,New Jersey,Monmouth,1233
Coshocton,OH,Ohio,Coshocton,4606
Ambler,PA,Pennsylvania,Montgomery,2462
Bridgeport,PA,Pennsylvania,Montgomery,4978
Bryn Athyn,PA,Pennsylvania,Montgomery,4502
Collegeville,PA,Pennsylvania,Montgomery,5739
Conshohocken,PA,Pennsylvania,Montgomery,6652
East Greenville,PA,Pennsylvania,Montgomery,6031
Green Lane,PA,Pennsylvania,Montgomery,4496
Hatboro,PA,Pennsylvania,Montgomery,1991
Hatfield,PA,Pennsylvania,Montgomery,4954
Jenkintown,PA,Pennsylvania,Montgomery,3584
Lansdale,PA,Pennsylvania,Montgomery,3833
Narberth,PA,Pennsylvania,Montgomery,987
Norristown,PA,Pennsylvania,Montgomery,6355
Ashley,OH,Ohio,Delaware,6576
Sunbury,OH,Ohio,Delaware,3454
Hightstown,NJ,New Jersey,Mercer,6063
Hopewell,NJ,New Jersey,Mercer,1449
Franklin,NE,Nebraska,Franklin,2068
Akron,PA,Pennsylvania,Lancaster,1133
Christiana,PA,Pennsylvania,Lancaster,2450
Columbia,PA,Pennsylvania,Lancaster,1375
Denver,PA,Pennsylvania,Lancaster,3833
East Petersburg,PA,Pennsylvania,Lancaster,2056
Elizabethtown,PA,Pennsylvania,Lancaster,2956
Ephrata,PA,Pennsylvania,Lancaster,2052
Lancaster,PA,Pennsylvania,Lancaster,487
Lititz,PA,Pennsylvania,Lancaster,4745
Manheim,PA,Pennsylvania,Lancaster,2111
Marietta,PA,Pennsylvania,Lancaster,4467
Millersville,PA,Pennsylvania,Lancaster,1160
Mount Joy,PA,Pennsylvania,Lancaster,4169
Mountville,PA,Pennsylvania,Lancaster,6040
New Holland,PA,Pennsylvania,Lancaster,5372
Quarryville,PA,Pennsylvania,Lancaster,3145
Strasburg,PA,Pennsylvania,Lancaster,118
Terre Hill,PA,Pennsylvania,Lancaster,4719
Addison,PA,Pennsylvania,Somerset,3632
Benson,PA,Pennsylvania,Somerset,1708
Berlin,PA,Pennsylvania,Somerset,1406
Boswell,PA,Pennsylvania,Somerset,4117
Casselman,PA,Pennsylvania,Somerset,3173
Central City,PA,Pennsylvania,Somerset,3437
Confluence,PA,Pennsylvania,Somerset,1387
Garrett,PA,Pennsylvania,Somerset,3449
Hooversville,PA,Pennsylvania,Somerset,6273
Indian Lake,PA,Pennsylvania,Somerset,4835
Jennerstown,PA,Pennsylvania,Somerset,6522
Meyersdale,PA,Pennsylvania,Somerset,1099
New Baltimore,PA,Pennsylvania,Somerset,4095
New Centerville,PA,Pennsylvania,Somerset,2088
Paint,PA,Pennsylvania,Somerset,4512
Rockwood,PA,Pennsylvania,Somerset,6399
Salisbury,PA,Pennsylvania,Somerset,4961
Shanksville,PA,Pennsylvania,Somerset,5212
Somerset,PA,Pennsylvania,Somerset,1070
Stoystown,PA,Pennsylvania,Somerset,3671
Ursina,PA,Pennsylvania,Somerset,6856
Wellersburg,PA,Pennsylvania,Somerset,6374
Windber,PA,Pennsylvania,Somerset,3754
Medford Lakes,NJ,New Jersey,Burlington,6716
Fieldsboro,NJ,New Jersey,Burlington,75
Mantoloking,NJ,New Jersey,Ocean,2709
Barnegat Light,NJ,New Jersey,Ocean,6884
Bay Head,NJ,New Jersey,Ocean,1105
Harvey Cedars,NJ,New Jersey,Ocean,6096
Island Heights,NJ,New Jersey,Ocean,1979
Bexley,OH,Ohio,Franklin,672
Columbus,OH,Ohio,Franklin,5867
Grandview Heights,OH,Ohio,Franklin,1975
Upper Arlington,OH,Ohio,Franklin,3836
Westerville,OH,Ohio,Franklin,5557
Whitehall,OH,Ohio,Franklin,4976
Springfield,OH,Ohio,Clark,447
Oberlin,KS,Kansas,Decatur,4825
Norton,KS,Kansas,Norton,6289
Marysville,KS,Kansas,Marshall,1002
Magnolia,NJ,New Jersey,Camden,3955
Merchantville,NJ,New Jersey,Camden,4697
Barrington,NJ,New Jersey,Camden,6174
Mount Ephraim,NJ,New Jersey,Camden,3606
Clementon,NJ,New Jersey,Camden,2332
Collingswood,NJ,New Jersey,Camden,1837
Audubon,NJ,New Jersey,Camden,3679
Gibbsboro,NJ,New Jersey,Camden,4946
Gloucester City,NJ,New Jersey,Camden,5282
Haddonfield,NJ,New Jersey,Camden,5956
Haddon Heights,NJ,New Jersey,Camden,765
Hi-Nella,NJ,New Jersey,Camden,3691
Lancaster,OH,Ohio,Fairfield,2863
Huber Heights,OH,Ohio,Montgomery,3988
Kettering,OH,Ohio,Montgomery,5615
Moraine,OH,Ohio,Montgomery,3269
Oakwood,OH,Ohio,Montgomery,703
Vandalia,OH,Ohio,Montgomery,995
West Carrollton,OH,Ohio,Montgomery,4347
National Park,NJ,New Jersey,Gloucester,6076
Glassboro,NJ,New Jersey,Gloucester,3797
Xenia,OH,Ohio,Greene,4730
Elmer,NJ,New Jersey,Salem,352
Longport,NJ,New Jersey,Atlantic,6056
Margate City,NJ,New Jersey,Atlantic,2939
Corbin City,NJ,New Jersey,Atlantic,1253
Egg Harbor City,NJ,New Jersey,Atlantic,4419
Estell Manor,NJ,New Jersey,Atlantic,4642
Absecon,NJ,New Jersey,Atlantic,2307
Atlantic City,NJ,New Jersey,Atlantic,2657
Folsom,NJ,New Jersey,Atlantic,2238
Hammonton,NJ,New Jersey,Atlantic,2454
Washington Court House,OH,Ohio,Fayette,1913
Fairfield,OH,Ohio,Butler,3344
Hamilton,OH,Ohio,Butler,6794
Middletown,OH,Ohio,Butler,534
Trenton,OH,Ohio,Butler,5754
Osborne,KS,Kansas,Osborne,5831
Viola,DE,Delaware,Kent,2157
Avalon,NJ,New Jersey,Cape May,3182
Loveland,OH,Ohio,Hamilton,4558
Amberley,OH,Ohio,Hamilton,4235
Arlington Heights,OH,Ohio,Hamilton,6967
Blue Ash,OH,Ohio,Hamilton,2775
Cheviot,OH,Ohio,Hamilton,5278
Cincinnati,OH,Ohio,Hamilton,2656
Deer Park,OH,Ohio,Hamilton,6392
Elmwood Place,OH,Ohio,Hamilton,437
Evendale,OH,Ohio,Hamilton,1262
Forest Park,OH,Ohio,Hamilton,1738
Glendale,OH,Ohio,Hamilton,4126
Golf Manor,OH,Ohio,Hamilton,260
Greenhills,OH,Ohio,Hamilton,5361
Lincoln Heights,OH,Ohio,Hamilton,610
Lockland,OH,Ohio,Hamilton,5632
Minneapolis,KS,Kansas,Ottawa,695
Milford,OH,Ohio,Clermont,2039
Carson City,NV,Nevada,Carson City (city),3632
University Park,MD,Maryland,Prince George's,4124
Upper Marlboro,MD,Maryland,Prince George's,1603
Vienna,VA,Virginia,Fairfax,6940
Merriam,KS,Kansas,Johnson,4342
Mission,KS,Kansas,Johnson,6494
Mission Hills,KS,Kansas,Johnson,4009
Olathe,KS,Kansas,Johnson,773
Overland Park,KS,Kansas,Johnson,5229
Falls Church,VA,Virginia,Falls Church (city),3018
Osage City,KS,Kansas,Osage,3137
Alexandria,VA,Virginia,Alexandria (city),6946
Manassas Park,VA,Virginia,Manassas Park (city),524
Manassas,VA,Virginia,Manassas (city),3452
Ottawa,KS,Kansas,Franklin,6635
Osawatomie,KS,Kansas,Miami,2161
Vienna,MD,Maryland,Dorchester,4908
Marion,KS,Kansas,Marion,1692
Harrisonburg,VA,Virginia,Harrisonburg (city),2819
Fredericksburg,VA,Virginia,Fredericksburg (city),2761
Newton,KS,Kansas,Harvey,5612
Nickerson,KS,Kansas,Reno,2930
Waynesboro,VA,Virginia,Waynesboro (city),1694
Wachapreague,VA,Virginia,Accomack,641
Urbanna,VA,Virginia,Middlesex,871
Buena Vista,VA,Virginia,Buena Vista (city),5514
Mullinville,KS,Kansas,Kiowa,4692
Neodesha,KS,Kansas,Wilson,6148
Mulberry,KS,Kansas,Crawford,2276
Lynchburg,VA,Virginia,Lynchburg (city),3193
Vinton,VA,Virginia,Roanoke,5868
Oswego,KS,Kansas,Labette,6486
Roanoke,VA,Virginia,Roanoke (city),6977
Hopewell,VA,Virginia,Hopewell (city),4022
Colonial Heights,VA,Virginia,Colonial Heights (city),6651
Petersburg,VA,Virginia,Petersburg (city),5194
Newport News,VA,Virginia,Newport News (city),3932
Poquoson,VA,Virginia,Poquoson (city),1723
Radford,VA,Virginia,Radford (city),5743
Victoria,VA,Virginia,Lunenburg,4703
Hampton,VA,Virginia,Hampton (city),1471
Wakefield,VA,Virginia,Sussex,2082
Virgilina,VA,Virginia,Halifax,1531
Norfolk,VA,Virginia,Norfolk (city),4034
Norton,VA,Virginia,Norton (city),1157
Virginia Beach,VA,Virginia,Virginia Beach (city),6707
Portsmouth,VA,Virginia,Portsmouth (city),5706
Suffolk,VA,Virginia,Suffolk (city),1771
Chesapeake,VA,Virginia,Chesapeake (city),4851
Emporia,VA,Virginia,Emporia (city),1250
Franklin,VA,Virginia,Franklin (city),373
Galax,VA,Virginia,Galax (city),4633
Danville,VA,Virginia,Danville (city),5544
Bristol,VA,Virginia,Bristol (city),3746
Agnos,AR,Arkansas,Fulton,6934
Weathers,AR,Arkansas,Madison,3067
Bee Branch,AR,Arkansas,Van Buren,2768
Cass,AR,Arkansas,Franklin,4894
Yale,AR,Arkansas,Johnson,3530
Appleton,AR,Arkansas,Pope,6008
Center Hill,AR,Arkansas,White,1416
Blackwell,AR,Arkansas,Conway,3627
Y City,AR,Arkansas,Scott,1562
Black Fork,AR,Arkansas,Scott,169
Blue Ball,AR,Arkansas,Scott,4406
Boles,AR,Arkansas,Scott,6511
Cauthron,AR,Arkansas,Scott,6310
Cedar Creek,AR,Arkansas,Scott,4022
Blackton,AR,Arkansas,Monroe,760
Caddo Gap,AR,Arkansas,Montgomery,388
Big Fork,AR,Arkansas,Polk,6491
Bayou Meto,AR,Arkansas,Arkansas,2771
Casscoe,AR,Arkansas,Arkansas,836
Beirne,AR,Arkansas,Clark,4672
Batesburg-Leesville,SC,South Carolina,Lexington,1773
Alleene,AR,Arkansas,Little River,5895
Arkinda,AR,Arkansas,Little River,2791
Buena Vista,AR,Arkansas,Ouachita,1820
Boydell,AR,Arkansas,Ashley,541
McLendon-Chisholm,TX,Texas,Rockwall,6196
Bruceville-Eddy,TX,Texas,McLennan,4557
Little River-Academy,TX,Texas,Bell,6271
Village of Tiki Island,TX,Texas,Galveston,1568
Solon Springs,WI,Wisconsin,Douglas,4981
Lake Nebagamon,WI,Wisconsin,Douglas,2467
Oliver,WI,Wisconsin,Douglas,6037
Poplar,WI,Wisconsin,Douglas,6609
Washburn,WI,Wisconsin,Bayfield,5437
Bayfield,WI,Wisconsin,Bayfield,1414
Mason,WI,Wisconsin,Bayfield,447
Ashland,WI,Wisconsin,Ashland,4448
Butternut,WI,Wisconsin,Ashland,1719
Mellen,WI,Wisconsin,Ashland,998
Houghton,MI,Michigan,Houghton,3844
Hancock,MI,Michigan,Houghton,2448
Negaunee,MI,Michigan,Marquette,4384
Ishpeming,MI,Michigan,Marquette,5541
Marquette,MI,Michigan,Marquette,279
Munising,MI,Michigan,Alger,6233
Escanaba,MI,Michigan,Delta,758
Gladstone,MI,Michigan,Delta,4323
Wausaukee,WI,Wisconsin,Marinette,6134
Coleman,WI,Wisconsin,Marinette,2508
Crivitz,WI,Wisconsin,Marinette,5863
Marinette,WI,Wisconsin,Marinette,6508
Niagara,WI,Wisconsin,Marinette,3186
Peshtigo,WI,Wisconsin,Marinette,6941
Pound,WI,Wisconsin,Marinette,295
Sister Bay,WI,Wisconsin,Door,5179
Sturgeon Bay,WI,Wisconsin,Door,3944
Egg Harbor,WI,Wisconsin,Door,4093
Forestville,WI,Wisconsin,Door,3448
Sault Sainte Marie,MI,Michigan,Chippewa,5634
Mackinac Island,MI,Michigan,Mackinac,817
Saint Ignace,MI,Michigan,Mackinac,2344
Petoskey,MI,Michigan,Emmet,2340
Harbor Springs,MI,Michigan,Emmet,2932
Boyne City,MI,Michigan,Charlevoix,1351
Charlevoix,MI,Michigan,Charlevoix,6316
East Jordan,MI,Michigan,Charlevoix,5413
Traverse City,MI,Michigan,Grand Traverse,2293
Alpena,MI,Michigan,Alpena,313
Omer,MI,Michigan,Arenac,2752
Standish,MI,Michigan,Arenac,574
Au Gres,MI,Michigan,Arenac,5358
Bad Axe,MI,Michigan,Huron,6641
Harbor Beach,MI,Michigan,Huron,242
Port Huron,MI,Michigan,Saint Clair,5982
Saint Clair,MI,Michigan,Saint Clair,3826
Algonac,MI,Michigan,Saint Clair,2188
Marine City,MI,Michigan,Saint Clair,2055
Marysville,MI,Michigan,Saint Clair,1192
Northville,MI,Michigan,Wayne,5742
Plymouth,MI,Michigan,Wayne,4380
River Rouge,MI,Michigan,Wayne,927
Riverview,MI,Michigan,Wayne,847
Rockwood,MI,Michigan,Wayne,247
Romulus,MI,Michigan,Wayne,6904
Southgate,MI,Michigan,Wayne,2199
Taylor,MI,Michigan,Wayne,4607
Trenton,MI,Michigan,Wayne,4270
Allen Park,MI,Michigan,Wayne,4007
Belleville,MI,Michigan,Wayne,5818
Dearborn,MI,Michigan,Wayne,6338
Dearborn Heights,MI,Michigan,Wayne,5650
Detroit,MI,Michigan,Wayne,359
Ecorse,MI,Michigan,Wayne,4282
Flat Rock,MI,Michigan,Wayne,3314
Garden City,MI,Michigan,Wayne,3140
Gibraltar,MI,Michigan,Wayne,3684
Grosse Pointe,MI,Michigan,Wayne,4330
Grosse Pointe Farms,MI,Michigan,Wayne,1935
Grosse Pointe Park,MI,Michigan,Wayne,6386
Grosse Pointe Woods,MI,Michigan,Wayne,4499
Hamtramck,MI,Michigan,Wayne,6906
Harper Woods,MI,Michigan,Wayne,6786
Highland Park,MI,Michigan,Wayne,5173
Inkster,MI,Michigan,Wayne,6987
Lincoln Park,MI,Michigan,Wayne,2115
Livonia,MI,Michigan,Wayne,1271
Melvindale,MI,Michigan,Wayne,1191
Monroe,MI,Michigan,Monroe,4131
Petersburg,MI,Michigan,Monroe,2149
Luna Pier,MI,Michigan,Monroe,4150
Belcourt,ND,North Dakota,Rolette,747
Arnold,MN,Minnesota,Saint Louis,575
Brookston,MN,Minnesota,Saint Louis,1312
Ponemah,MN,Minnesota,Beltrami,2911
Red Lake,MN,Minnesota,Beltrami,2062
Redby,MN,Minnesota,Beltrami,2137
Fort Totten,ND,North Dakota,Benson,3361
Mandaree,ND,North Dakota,McKenzie,982
Brooks,MN,Minnesota,Red Lake,4942
Naytahwaush,MN,Minnesota,Mahnomen,5497
Erie,ND,North Dakota,Cass,2377
Pine Point,MN,Minnesota,Becker,1626
Breezy Point,MN,Minnesota,Crow Wing,4689
Breckenridge,MN,Minnesota,Wilkin,3378
Cannon Ball,ND,North Dakota,Sioux,3758
Brook Park,MN,Minnesota,Pine,4458
Browerville,MN,Minnesota,Todd,6573
Lac du Flambeau,WI,Wisconsin,Vilas,3223
Quinnesec,MI,Michigan,Dickinson,970
Little Round Lake,WI,Wisconsin,Sawyer,2562
New Post,WI,Wisconsin,Sawyer,2955
Reserve,WI,Wisconsin,Sawyer,1592
Chief Lake,WI,Wisconsin,Sawyer,841
Browns Valley,MN,Minnesota,Traverse,3639
Little Eagle,SD,South Dakota,Corson,3186
Bullhead,SD,South Dakota,Corson,1616
Indian River,MI,Michigan,Cheboygan,6724
Brooten,MN,Minnesota,Stearns,1135
Green Grass,SD,South Dakota,Dewey,3347
La Plant,SD,South Dakota,Dewey,3748
North Eagle Butte,SD,South Dakota,Dewey,2838
Lake Wissota,WI,Wisconsin,Chippewa,6963
Brooklyn Center,MN,Minnesota,Hennepin,2459
Brooklyn Park,MN,Minnesota,Hennepin,5660
Tainter Lake,WI,Wisconsin,Dunn,4742
Lewiston,MI,Michigan,Montmorency,1037
Atlanta,MI,Michigan,Montmorency,3594
Canada Creek Ranch,MI,Michigan,Montmorency,6529
Keshena,WI,Wisconsin,Menominee,2374
Legend Lake,WI,Wisconsin,Menominee,1584
Neopit,WI,Wisconsin,Menominee,5733
Blackhawk,SD,South Dakota,Meade,3166
Enosburg Falls,VT,Vermont,Franklin,6061
Swanton,VT,Vermont,Franklin,5309
Alburg,VT,Vermont,Grand Isle,4825
Altona,NY,New York,Clinton,974
Au Sable Forks,NY,New York,Clinton,3350
Mooers,NY,New York,Clinton,695
Morrisonville,NY,New York,Clinton,2126
Peru,NY,New York,Clinton,3351
Redford,NY,New York,Clinton,363
Lyon Mountain,NY,New York,Clinton,3236
Keeseville,NY,New York,Clinton,3723
Rouses Point,NY,New York,Clinton,3318
Champlain,NY,New York,Clinton,6507
Dannemora,NY,New York,Clinton,3934
Albany,VT,Vermont,Orleans,5093
Barton,VT,Vermont,Orleans,402
Derby Center,VT,Vermont,Orleans,1553
Derby Line,VT,Vermont,Orleans,5775
North Troy,VT,Vermont,Orleans,5221
Orleans,VT,Vermont,Orleans,5472
Norfolk,NY,New York,Saint Lawrence,6869
Star Lake,NY,New York,Saint Lawrence,6136
Gouverneur,NY,New York,Saint Lawrence,399
Hammond,NY,New York,Saint Lawrence,3218
Hermon,NY,New York,Saint Lawrence,3257
Heuvelton,NY,New York,Saint Lawrence,4060
Massena,NY,New York,Saint Lawrence,4497
Morristown,NY,New York,Saint Lawrence,5228
Norwood,NY,New York,Saint Lawrence,5013
Potsdam,NY,New York,Saint Lawrence,998
Rensselaer Falls,NY,New York,Saint Lawrence,362
Richville,NY,New York,Saint Lawrence,1304
Waddington,NY,New York,Saint Lawrence,2362
Canton,NY,New York,Saint Lawrence,4344
Edwards,NY,New York,Saint Lawrence,1335
Malone,NY,New York,Franklin,5080
Saranac Lake,NY,New York,Franklin,5740
Tupper Lake,NY,New York,Franklin,6475
Brushton,NY,New York,Franklin,4099
Burke,NY,New York,Franklin,3012
Chateaugay,NY,New York,Franklin,282
Lost Lake Woods,MI,Michigan,Alcona,2848
Seymour,WI,Wisconsin,Eau Claire,3987
Mio,MI,Michigan,Oscoda,5224
Cambridge,VT,Vermont,Lamoille,2216
Hyde Park,VT,Vermont,Lamoille,5485
Jeffersonville,VT,Vermont,Lamoille,217
Johnson,VT,Vermont,Lamoille,799
Morrisville,VT,Vermont,Lamoille,2606
Lyndonville,VT,Vermont,Caledonia,5614
West Burke,VT,Vermont,Caledonia,2901
Essex Junction,VT,Vermont,Chittenden,4064
Jericho,VT,Vermont,Chittenden,3858
Lake Wazeecha,WI,Wisconsin,Wood,3196
North Spearfish,SD,South Dakota,Lawrence,6373
Ticonderoga,NY,New York,Essex,744
Westport,NY,New York,Essex,5889
Lake Placid,NY,New York,Essex,5458
Port Henry,NY,New York,Essex,1483
Houghton Lake,MI,Michigan,Roscommon,5883
Prudenville,MI,Michigan,Roscommon,2385
Saint Helen,MI,Michigan,Roscommon,1256
Oscoda,MI,Michigan,Iosco,73
Au Sable,MI,Michigan,Iosco,918
Skidway Lake,MI,Michigan,Ogemaw,532
Green Valley,SD,South Dakota,Pennington,4941
Rapid Valley,SD,South Dakota,Pennington,4122
Ashland Heights,SD,South Dakota,Pennington,4897
Colonial Pine Hills,SD,South Dakota,Pennington,273
Marshfield,VT,Vermont,Washington,334
Northfield,VT,Vermont,Washington,5366
Waterbury,VT,Vermont,Washington,3542
Adams Center,NY,New York,Jefferson,2060
Calcium,NY,New York,Jefferson,2989
Depauville,NY,New York,Jefferson,2237
Natural Bridge,NY,New York,Jefferson,3191
Redwood,NY,New York,Jefferson,3882
Great Bend,NY,New York,Jefferson,4055
La Fargeville,NY,New York,Jefferson,2080
Evans Mills,NY,New York,Jefferson,6737
Glen Park,NY,New York,Jefferson,1523
Herrings,NY,New York,Jefferson,4362
Mannsville,NY,New York,Jefferson,6270
Philadelphia,NY,New York,Jefferson,3141
Sackets Harbor,NY,New York,Jefferson,752
Theresa,NY,New York,Jefferson,390
West Carthage,NY,New York,Jefferson,2712
Adams,NY,New York,Jefferson,2867
Alexandria Bay,NY,New York,Jefferson,6464
Antwerp,NY,New York,Jefferson,5428
Black River,NY,New York,Jefferson,3016
Brownville,NY,New York,Jefferson,3980
Cape Vincent,NY,New York,Jefferson,2791
Carthage,NY,New York,Jefferson,6131
Chaumont,NY,New York,Jefferson,491
Clayton,NY,New York,Jefferson,1615
Deferiet,NY,New York,Jefferson,2900
Dexter,NY,New York,Jefferson,6232
Ellisburg,NY,New York,Jefferson,5629
Newbury,VT,Vermont,Orange,5287
Wells River,VT,Vermont,Orange,5185
Harrisville,NY,New York,Lewis,3090
Lowville,NY,New York,Lewis,2576
Lyons Falls,NY,New York,Lewis,498
Port Leyden,NY,New York,Lewis,5363
Turin,NY,New York,Lewis,1997
Castorland,NY,New York,Lewis,448
Constableville,NY,New York,Lewis,826
Copenhagen,NY,New York,Lewis,367
Croghan,NY,New York,Lewis,6931
Lower Brule,SD,South Dakota,Lyman,3500
Fort Thompson,SD,South Dakota,Buffalo,1422
Gorham,ME,Maine,Cumberland,915
Okaton,SD,South Dakota,Jones,4328
Speculator,NY,New York,Hamilton,4361
Frankfort,NY,New York,Herkimer,3833
Herkimer,NY,New York,Herkimer,2281
Ilion,NY,New York,Herkimer,2293
Middleville,NY,New York,Herkimer,982
Mohawk,NY,New York,Herkimer,4561
Newport,NY,New York,Herkimer,5963
Poland,NY,New York,Herkimer,2679
West Winfield,NY,New York,Herkimer,2849
Cold Brook,NY,New York,Herkimer,2901
Dolgeville,NY,New York,Herkimer,4567
French Island,WI,Wisconsin,La Crosse,2975
Brice Prairie,WI,Wisconsin,La Crosse,3977
Ludlow,VT,Vermont,Windsor,5314
Perkinsville,VT,Vermont,Windsor,4252
Woodstock,VT,Vermont,Windsor,6207
White River Junction,VT,Vermont,Windsor,349
Wilder,VT,Vermont,Windsor,4418
Storla,SD,South Dakota,Aurora,1155
Aurora Center,SD,South Dakota,Aurora,5139
Poultney,VT,Vermont,Rutland,3562
Leota,MN,Minnesota,Nobles,4743
Brewster,MN,Minnesota,Nobles,4332
Brownsdale,MN,Minnesota,Mower,5730
Loomis,SD,South Dakota,Davison,3781
Bricelyn,MN,Minnesota,Faribault,1951
Beal City,MI,Michigan,Isabella,5186
Canadian Lakes,MI,Michigan,Mecosta,6965
Fort Ann,NY,New York,Washington,3759
Fort Edward,NY,New York,Washington,4857
Granville,NY,New York,Washington,4437
Greenwich,NY,New York,Washington,4943
Hudson Falls,NY,New York,Washington,6882
Salem,NY,New York,Washington,155
Whitehall,NY,New York,Washington,3036
Argyle,NY,New York,Washington,762
Cambridge,NY,New York,Washington,533
Warrensburg,NY,New York,Warren,1774
West Glens Falls,NY,New York,Warren,6923
Lake George,NY,New York,Warren,5581
Hamill,SD,South Dakota,Tripp,3297
Constantia,NY,New York,Oswego,2492
Minetto,NY,New York,Oswego,3233
Hannibal,NY,New York,Oswego,2862
Lacona,NY,New York,Oswego,4830
Mexico,NY,New York,Oswego,243
Parish,NY,New York,Oswego,6455
Phoenix,NY,New York,Oswego,2813
Pulaski,NY,New York,Oswego,3175
Sandy Creek,NY,New York,Oswego,94
Altmar,NY,New York,Oswego,5242
Central Square,NY,New York,Oswego,6384
Cleveland,NY,New York,Oswego,6673
Kyle,SD,South Dakota,Shannon,2931
Oglala,SD,South Dakota,Shannon,6638
Pine Ridge,SD,South Dakota,Shannon,5530
Porcupine,SD,South Dakota,Shannon,1049
Lake Wisconsin,WI,Wisconsin,Columbia,1533
Clark Mills,NY,New York,Oneida,2260
Holland Patent,NY,New York,Oneida,1938
New Hartford,NY,New York,Oneida,329
New York Mills,NY,New York,Oneida,6253
Oneida Castle,NY,New York,Oneida,4787
Oriskany,NY,New York,Oneida,4770
Oriskany Falls,NY,New York,Oneida,2980
Prospect,NY,New York,Oneida,2447
Remsen,NY,New York,Oneida,686
Sylvan Beach,NY,New York,Oneida,608
Vernon,NY,New York,Oneida,5373
Waterville,NY,New York,Oneida,2171
Whitesboro,NY,New York,Oneida,6644
Yorkville,NY,New York,Oneida,3135
Barneveld,NY,New York,Oneida,4591
Boonville,NY,New York,Oneida,3855
Bridgewater,NY,New York,Oneida,4344
Camden,NY,New York,Oneida,6643
Clayville,NY,New York,Oneida,1273
Clinton,NY,New York,Oneida,4796
Freeland,MI,Michigan,Saginaw,1817
Hemlock,MI,Michigan,Saginaw,6218
Shields,MI,Michigan,Saginaw,3801
Bridgeport,MI,Michigan,Saginaw,6785
Buena Vista,MI,Michigan,Saginaw,1195
Burt,MI,Michigan,Saginaw,4166
Marty,SD,South Dakota,Charles Mix,1479
Milltown,SD,South Dakota,Hutchinson,1282
Kaylor,SD,South Dakota,Hutchinson,2597
Harrison,SD,South Dakota,Douglas,4869
New Holland,SD,South Dakota,Douglas,3103
Saint Charles,SD,South Dakota,Gregory,3964
Twin Lake,MI,Michigan,Muskegon,239
Melrose Park,NY,New York,Cayuga,303
Fair Haven,NY,New York,Cayuga,5294
Meridian,NY,New York,Cayuga,4311
Moravia,NY,New York,Cayuga,6365
